D0000042509167||2021년 제1회 서대문구 보상협의회 개최 결과 보고  일시 : 2021. 4. 29.(목) ~ 5. 4.(화)  심의위원 : 서대문구 보상협의회 위원 12명  심의방법 : 서면심의  심의안건 1) 판결(부당이득금 소송)에 따른 도로사용료 납부 토지의 매입 결정 2) 도시계획시설사업 구간 외 잔여지 등의 확대보상 여부  심의결과 ❍ 심의안건 : 2건
729460_1||이번 겨울방학에는 미래 생물자원 전문가를 꿈꾸자 □ 환경부 소속 국립생물자원관(관장 ***)은 겨울방학 기간 동안 미래생물자원 인재 양성을 위해 ‘어린이 생물자원교실’ 과정을 개설하고, 초등학생 3~6학년을 대상으로 참가자를 모집한다. ○ 신청은 12월 26일까지 우편 또는 담당자 이메일(*****************)로 지원신청서를 제출하면 된다. ※ 우편 주소 : 인천시 서구 환경로 42 국립생물자원관 전시교육과 교육담당자 앞 ○ 선정은 컴퓨터 추첨으로 진행하며, 결과는 국립생물자원관 누리집(www.nibr.go.kr)을 통해 12월 29일 발표할 예정이다. □ ‘어린이 생물자원교실’은 생물과 환경에 관심이 높은 초등학생을 대상으로 ‘생물다양성과 생물분류’, ‘멸종위기 야생생물’, ‘생물로부터 얻는 지혜’ 등 6개 과정을 3일씩 2차례에 걸쳐 진행한다. ○ ‘어린이 생물자원교실’ 26기는 1월 17일부터 19일까지 3~4학년 30명, 5~6학년 30명이 두 개 반으로 나누어 진행되며, 27기도 같은 방식으로 1월 24일부터 26일까지 운영한다. ※ 2010년부터 시작하여 현재까지 25기가 운영되어 1,054명이 수료함 □ 한편, 국립생물자원관은 ‘생물자원 이해 인턴십’을 대학별 학점인정 제도와 연계하여 개방‧공유‧소통‧협력을 추구하는 정부3.0의 가치를 실천하고 있다. ○ ‘생물자원 이해 인턴십’은 생물 관련 전공 대학생 3~4학년을 대상으로 생물자원 연구‧활용 분야의 업무 실습 등 관련 분야의 진로 탐색과 경력 형성 기회를 제공하는 프로그램이다. ○ 내년 1월 9일부터 2월 17일까지 6주 동안 참가자는 생물자원 발굴‧확보‧관리‧활용과 전시‧교육‧홍보에 관한 공통 교육 과정을 이수한 후, 희망하는 국립생물자원관 부서에 배정되어 담당 연구관과 연구사의 조언 아래 실제 업무를 수행한다. ※ 2007년부터 시작하여 현재까지 18기가 운영되어 전국 70개 대학 384명이 수료함 ○ 신청은 12월 20일까지 방문 또는 우편으로 받으며 참가방법, 신청서류 등은 국립생물자원관 누리집(www.nibr.go.kr)에서 안내받을 수 있다.
354537||강원도 석회암 지대, 한반도 자생식물 30% 살고 있다 □ 환경부 국립생물자원관(관장 김상배)은 2010년부터 2013년까지 4년간 실시한 강원도 석회암지대에 대한 식물현황을 조사한 결과, 한반도 자생식물의 약 30%에 해당되는 총 1,280종류의 관속식물이 살고 있는 것으로 확인했다고 밝혔다. ○ 이번에 조사된 식물목록에는 동강할미꽃, 복사앵도, 자병취 등 60종의 한반도 고유종과 개병풍, 구름병아리난초, 분홍장구채 등 14종의 멸종위기야생식물이 포함되어 있다. ○ 또한 몽고뽕나무, 산분꽃나무, 왜솜다리 등 다수의 희귀 북방계식물이 석회암지대에 살고 있는 것으로 확인됐으며 강계큰물통이, 둥근잎개야광, 민망초 등을 남한지역에서 최초로 발견하는 성과도 거두었다. □ 국립생물자원관은 석회암지대에 멸종위기종과 희귀 북방계식물이 다수 분포하는 원인이 토양특성과 관련이 있을 것으로 추정했다. ○ 석회암지대의 토양은 다량의 칼슘과 탄산이온을 함유하고 있어 수소이온농도(pH)가 높고, 단립구조가 발달하여 다른 토양보다 쉽게 건조해지는 것이 특징이다. ※ 단립구조 : 토양을 이루는 입자들이 응집되어 있지 않고 개개로 흩어져 있는 상태 ○ 쉽게 건조해지는 토양적 특성으로 인해 식생(植生)의 천이(遷移)가 매우 느린 속도로 진행되는 석회암지대는 마지막 빙하기에 남하했던 북방계식물의 피난처 역할을 하는 것으로 추정된다. ※ 식생의 천이 : 특정 공간의 식물 집단이 시간에 따라 변천해가는 현상 □ 국내의 석회암지대는 강원도 남부에서 충청북도 북부에 걸쳐 넓게 분포하며 경상북도(울진, 봉화, 문경, 상주), 전라남도(장성, 화순) 등지에도 일부가 퍼져 있다. 남한면적의 약 10% 정도를 차지하는 대표적인 퇴적암지역이다. ○ 석회암지대는 희귀 북방계식물의 피난처로서 한반도의 식물다양성 보전에 매우 중요한 곳임에도 불구하고 지금까지 식물현황에 대한 정밀한 연구가 이뤄지지 않았다. □ 국립생물자원관은 국내 석회암지대의 식물종조성과 식물지리학적 특이성을 연구하고 체계적인 보전과 복원정책 수립에 필요한 기초자료를 제공하기 위해 전국의 석회암지대에 분포하는 식물의 현황 조사를 계속할 것이라고 밝혔다.
1266841_1||세계 최초 이통사간 4세대 이동통신(LTE) 기반 음성통화서비스(VoLTE) 개시 □ 또한, 통신사들도 가입자간 통화시 VoLTE 망연동 이전에는 기존의 2세대(2G)망, 3세대(3G)망을 우회하여 가입자간 통화호를 소통시켰으나, VoLTE 망연동으로 네트워크 운영의 효율성을 확보하게 된다. o 음성-데이터가 하나의 네트워크로 통합되는 LTE망 연동으로 음성, 영상, 각종 멀티미디어서비스가 빠르게 동시에 제공되어 음성통화서비스 영역이 확장된 다양한 융·복합 서비스* 출현도 기대된다. * (예시) 통화중 통화내역을 음성 또는 텍스트로 번역하여 실시간으로 전달하는 ‘실시간 모바일번역시스템’, 의사가 환자와 통화하는 동시에 다른 수단의 진단/진찰을 진행하는 ‘모바일 문진시스템’ 등
1324589_0||제4회 바이오특별위원회 개최 안건별 요약자료 (1호) 바이오의약품 규제관리 선진화 방안(안) [전략2] 바이오의약품 전주기 규제 서비스 확대 ㅇ (초기/기초연구) 허가 기초교육 분야별 제공으로 연구개발 시행착오 최소화, ‘혁신제품기술지원협의체’ 운영 ㅇ (비임상/임상) 제제특성에 따른 맞춤형 협의체를 운영하여 임상시험, 생산시설 및 GMP, 제조방법 등 1:1 집중 지원 ※ 공개상담의 날도 운영하여 개발초기(비임상, 초기임상) 중심의 기술 제공 ㅇ (허가심사) 민원상담 전산이력시스템을 구축하여 허가심사 투명성․ 일관성 제고, 바이오신약․신규의약품의 심사일정관리 ㅇ (수출단계) ‘바이오 IT 플랫폼(www.bpis.or.kr)’ 확대를 통해서 국가별 규제정보, 시장정보, 컨설팅 제공으로 해외진출 지원 * 백신제조업체 기술 지원으로 WHO PQ(사전 적격성 평가) 인증 확대(2015 15개→2020 25개) [전략3] 바이오의약품 발전을 위한 인프라 확대 ㅇ 첨단바이오의약품의 체계적･효율적 관리체계 마련 ※ 제품의 원료로 사용되는 조직･세포에 대한 적합성 기준(공여자 선정 기준 포함) 및 제조 및 품질관리기준 마련 등 ㅇ 바이오의약품 분야별‧경력별 심사자 교육훈련 프로그램 운영, 신규 심사자 공동심사제 도입, 심사인력 확충 등 허가심사 역량 강화 □ 향후 계획 ㅇ 세부과제별 이행계획 수립 및 추진실적 점검․관리(매분기)
312693_0||전남 담양, 광주 북구 전통시장 AI 항원 검출, 일시 이동중지 결과 및 추석대비 AI 방역대책 추진 5. 추석 명절 대비, AI 방역대책 추진계획 □ 농식품부는 추석 연휴기간 동안 국민들의 불편을 최소화하면서 귀성객 등을 대상으로 AI 확산방지를 위해 귀성객의 축산농가 방문 자제를 요청하고, 축산농가는 귀성객의 방문 시 소독 등 차단방역에 노력해 줄 것을 당부하였다. ❍ 농식품부는 추석 연휴 전날인 9월25일에 KTX역, 버스터미널 등 주요 교통시설을 이용하는 귀성객을 대상으로 홍보 캠페인을 실시하고, AI 발생 지역을 중심으로 방역 현수막을 설치하고, 마을방송 등을 통해 차단방역을 홍보할 예정이다. * 농식품부 장관은 용산역, 차관은 강남고속버스터미널에서 캠페인 예정(9.25) ❍ 축산농가, 도축장 등 방역 주체별 AI 방역 표준행동요령을 제작하여 축산농가 등에게 배부하고, 국제 공항만에서 해외 여행객을 대상으로 AI 발생국가와 해외축산농장 방문 자제, 입국시 신고 등을 홍보할 계획이다. ❍ 또한 추석 명절 전후 바이러스 확산차단을 위해 9.23(수), 9.30(수)에 ‘전국 일제소독 소독의 날’을 운영할 계획이며, 검역본부를 중심으로 점검반을 편성하여 농장 및 도축장 등에 대한 소독 이행여부를 집중 점검할 계획이다. * 시·군 보유 소독장비·차량 및 농협 공동방제단(450개반) 활용 □ 이와 함께, 농식품부등 관계기관은 추석 연휴 기간 방역기관별 24시간 비상상황 근무체계를 유지하여 AI 의심축 신고시 신속히 대응할 계획이다. 6. 집회 관련 협조 및 당부 □ 끝으로 농식품부는 고병원성 AI 추가 발생 및 확산을 차단하기 위해 발생 지역(시·군·구)에서 대규모 행사 개최, 집회 및 모임에 참석을 금지하고, ❍ 비 발생 지역은 자제하되, 부득이하게 추진할 경우 행사장 주변에 발판소독조 및 대인소독기를 설치하여 소독하는 등 차단방역을 적극 실시할 것을 당부하였다.
1213083_1||한약제제 기반 골다공증 치료 물질 개발 연구 결과 개요 1. 연구 배경 할아버지, 할머니들이 허리가 구부러지고 팔다리 등이 아프다고 하거나, 가볍게 넘어졌을 뿐인데 뼈가 부러지는 경우를 종종 볼 수 있다. 이는 뼈에 석회 성분과 칼슘이 감소해 구멍이 많아지고 약해지는 현상으로 골다공증의 전형적인 증상이다.  나이가 들면서 장에서 칼슘흡수가 저해돼 뼈의 칼슘 부족으로 발생하는 골다공증은 주로 척추와 대퇴골, 요골 등에서 발생하고 있다.  세계적인 골다공증 환자 현황으로는 미국, 유럽 5개 국가(프랑스, 독일, 이탈리아, 스페인, 영국), 일본의 골다공증 인구는 약 1.6억명으로 (여성 1.17억명, 남성 4,500만명)으로 추정되며, 향후 2020년 골다공증 여성인구는 지금보다 1,700만명이 증가하여 1.34억명이 될 것으로 예상된다.
1213900_0||생활 곳곳 전파기술 활용, 중소기업이 앞장선다 - 미래부, 전파분야 유망 중소기업에 시제품 제작비용 지원 - □ 미래창조과학부(장관 최문기, 이하 미래부)는 전파자원을 효율적으로 활용하고 우수 제품 개발을 통한 산업 활성화를 촉진하기 위해 전파 관련 분야의 16개 기업을 선정하여 총 600백만원의 시제품 제작비를 지원한다고 밝혔다. □ 2011년도에 시작하여 올해 4년째를 맞는 ‘전파산업 중소기업 시제품 제작지원’ 사업은 성장가능성이 높으나 자금력이 취약해 상품화에 어려움을 겪고 있는 전파분야 중소기업을 지원하는 사업이다. □ 올해에는 지난 5.1~5.23일간 신청서를 접수하였으며 1차 서류심사와 2차 발표심사를 통해 최종 16개 기업이 선정되었다.  o 이번 선정된 기업은 2014년 12월까지 시제품 완성을 목표로, 기업당 최대 4천백만원의 제작비용을 지원받아 사업화를 진행하게 된다.  □ 특히, 금년도에는 ‘전파 간섭을 최소화하는 기업용 무선랜(Wi-Fi) 공유기(이노넷)’ 등 전파 기반기술 분야에서 경쟁력을 갖춘 제품이 다수 선정되었으며, 생활밀착형 전파기기 및 최근 주목받고 있는 착용형(웨어러블 : wearable) 관련 제품도 선정되었다.
362986_0||“노년기 인생 2막을 응원합니다.” 2021년 노인자원봉사 활성화 사업 위탁기관 추가공모 추진 □ 보건복지부(장관 권덕철)는 노인의 적극적인 사회참여를 지원하기 위한 “2021년도 노인자원봉사 활성화 사업” 위탁기관 추가 공모를 실시한다고 밝혔다. ○ 노인자원봉사 활성화 사업은 2007년부터 추진되었으며, 노인의 경륜이 사회에 재투자될 수 있도록 만 60세 이상 노인의 자원봉사 참여자에게 연 20만 원 수준의 활동 실비를 지원하는 사업이다. ○ 2021년에는 총 4만 8000명의 자원봉사활동을 지원할 예정이며, 사업규모는 약 96억 원이다. □ 노인자원봉사 활성화 사업 공모를 통해 선정된 위탁기관은 자원봉사참여자 활동비 및 자원봉사 활성화 방안 개발을 위한 사업비 등을 지원받는다. ○ 선정된 위탁기관은 노인자원봉사 참여희망자 모집·선정 및 관리, 자원봉사 프로그램 개발 및 시행, 노인자원봉사 사업 수행기관 선정· 평가 등을 수행해야 한다.
541140||환경산업기술원, 자유학기제로 청소년‘환경명예박사’육성 □ 한국환경산업기술원이 지자체와 손을 잡고 박근혜 정부의 핵심 교육공약인 중학교 자유학기제 과정을 운영중이다. □ 한국환경산업기술원(원장 ***)과 서울시 금천구청(구청장 ***)은 자유학기제※ 지원사업의 일환으로 친환경 교육을 실시하는 ‘환경박사! 닥터에코(Dr. Eco)’를 금천구 소재 자유학기제 운영 중학교 5곳을 대상으로 공동 운영한다. ※ 중학교 교육과정 중 한 학기 동안 중간․기말고사 등 시험을 보는 대신 토론, 실습 등 실습수업이나 진로교육 등 다양한 체험활동이 가능하도록 교육과정을 유연하게 운영하는 제도 ○ ‘환경박사! 닥터에코’는 금천구청이 운영하는 친환경 교육․홍보관인 ‘금천에코센터’에서 친환경 시설을 견학하고, 기후변화 현상 및 대응 강의, 미래 유망직업 ‘그린잡(Green Job)' 소개, 온실가스감축 관련 팀별 토론 등 학생들이 적극 참여할 수 있는 내용으로 구성됐다. ○ 과정을 수료한 학생들에게는 ‘명예박사 학위증’이 수여된다. □ ‘닥터에코’ 프로그램은 금천구에 위치한 세일중․문성중․문일중․안천중․시흥중 등이 참여한다. 이 중 세일중․문성중은 이달 10일과 15일 각각 교육을 진행했으며, 나머지 세 곳은 여름방학 이후 하반기 중으로 실시할 예정이다. ○ 한 학교당 25명의 학생이 참여하며, 수업에는 2명의 교사가 배치되어 다양한 팀별 토론 과정에서 학생들의 활발한 참여를 적극유도하고 있다. □ 한국환경산업기술원과 금천구청은 이번 자유학기제 지원 프로그램을 공동 운영하며 교육내용 구성, 교재 개발, 참여학교 선정 등 전과정에 거쳐 긴밀한 협업을 실현하고, 양 기관의 특성을 활용해 효과적인 친환경 교육을 추진하고 있다. ○ 금천에코센터의 각종 친환경 시설을 이용하여 체험 중심의 견학 프로그램을 진행하고, 한국환경산업기술원이 보유하고 있는 풍부한 환경 정보들을 활용해 알찬 구성의 질 높은 환경 교육을 실시할수 있게 됐다. □ *** 한국환경산업기술원 원장은 “단순한 견학 중심의 교육에서 벗어나 청소년들이 끼와 꿈을 발견하고 환경 분야의 미래 가능성을 발견할 수 있는 소중한 기회가 되길 바란다”고 밝혔다.
29998_0||고령농가 소득안정을 위한 패러다임 전환 Ⅲ. 고령농가 소득안정을 위한 新패러다임 소득창출 기회 확대를 위한 고령친화농업 활성화  고령농업인의 농업생산성 향상을 지원하고 농산물 유통시스템을 구축 ○ 고령농업인을 위한 영농교육 시행과 고령친화농업 관련 기술개발 촉진 - 고소득 작목 재배법 교육, 고령농업인 맞춤형 영농교육을 통해 고령농업인의 농업생산성 향상을 지원 - 고령농업인에게 적합한 품목, 영농기술, 농기계⋅기구를 개발하기 위한 체계적이고 제도적인 기반 제공 ○ 고령농업인의 농산물 생산⋅유통⋅소비 연계 시스템 구축 - 고령친화농업은 다품목 소량생산, 친환경 등의 방식으로 생산되므로, 기존의 유통경로와 차별화된 판로 개척이 필요 - 직거래, 로컬푸드 등의 생산⋅판매를 연계한 새로운 유통채널을 구축하여 고령농업인들이 생산한 제품의 판로를 제공 - 고령농업인을 중심으로 조합을 만들어 고품종 농산물을 공동판매하고 가공할 수 있도록 지원
157713_5||2015년 산업기술인력 수급 실태조사 결과 2. 산업기술인력 부족현황 □ 지역별로는 수도권에서 부족인원의 54.7%(전년 대비 1.0%p 하락)로 집중되어 있으며, 부족률은 제주(5.6%), 대구(4.0%), 인천(3.8%) 등 순으로 높음 □ 학력별 부족률은 고졸 3.1%, 전문대졸 1.6%, 대졸 2.0%, 대학원졸 0.9%로 학력이 낮아질수록 부족률이 높아졌으며, ㅇ 부족인원은 고졸이 전체 부족인원 대비 58.0%(21,095명)를 차지하였으며, 전문대졸 12.8%(4,646명), 대졸 25.8%(9,401명), 대학원졸3.4%(1,241명) 비중임 □ 조사 대상 기업들은 산업기술인력 부족 원인으로 인력의 잦은 이직이나 퇴직으로 인해서(26.8%), 직무수행을 위한 자질, 근로조건에 맞는 인력이 부족해서(23.9%) 항목 등 순으로 응답하였음
29031_2||'전선에서 온 편지'- 국가기록원, 호국․보훈 관련 주요 민간기록물 수집 - 민간기록물 기증 방법 □ 신청방법 : 우편 또는 이메일 접수 ○ 국가기록원 홈페이지에서 신청서를 다운 받은 후 기재사항을 작성하여 해당기록물의 사본 또는 스캔 사진 이미지와 함께 우편 또는 이메일 접수 - 주소 : 461-370 경기도 성남시 수정구 대왕판교로 851번길 30번 국가기록원 특수기록관리과 - 이메일 : **************** □ 참여대상 : 제한 없음 □ 신청시기 : 연중 제한 없음 □ 문의전화 : ************ □ 기타사항 ○ 1인당 공모수량 제한은 없으며, 기록물의 소유권 및 저작권은 본인에게 있어야 함
D0000042372288_3||행정정보 데이터세트 관리 계획 Ⅵ 행정사항  행정정보 데이터세트 관리에 따른 부서별 역할 ○ 정보화 총괄부서 (전산정보과) - 기관 내 운영중인 행정정보시스템 EA 등록·보완 등 현행화 관리 - 기록관리 대상 시스템 목록 지원(목록조회·저장을 위한 관리자 권한 부여 등) ○ 처리과 (시스템 운영부서) - 부서 내 운영중인 행정정보시스템 EA 등록 확인 및 현행화 관리 - 행정정보 데이터세트 관리기준표 작성 - 시스템 폐지 및 시스템 내 데이터 폐기·변경 시 기록관(민원여권과)과 협의 ○ 기록관 (민원여권과) - 기록관리 대상/기록관리 적용제외 대상 행정정보시스템 선별 - 관리기준표 작성 검토 및 서울기록원과 협의 후 확정 - 행정정보 데이터세트 관리기준표 운영 및 현행화 관리 - 영구보존대상 확정 및 서울기록원 이관·보존 등 협의  행정정보시스템 현황조사 목록 작성 제출 – 전 부서 ○ 제출서식 : (서식1) 행정정보시스템 유형구분 조사서식 ○ 제출기한 :2021. 4. 23.(금)까지
321593||2019년 9월 국제연합식량농업기구(FAO) 세계식량가격지수 전월과 동일 (169.9포인트) < 하락 품목군 > (유제품) 2019.8월(194.5포인트)보다 0.6% 하락한 193.4포인트 기록 ❍ 유제품 가격 중 치즈와 버터 가격은 하락하였으며, 이는 우유 생산량이 계절적 최고치에 근접하고 있는 뉴질랜드에서 수출 가용량이 소폭 증가했기 때문이다. ❍ 반면, 유제품 중 탈지분유와 전지분유 가격은 수출가용량이 제한적인 상황에서 강한 수입수요가 나타나 상승하였다. (설탕) 2019.8월(174.8포인트)보다 3.9% 하락한 168.0포인트 기록 ❍ 설탕 가격은 2019/20 유통연도의 생산량이 증가하여 설탕 재고량이 풍부할 것으로 전망됨에 따라 전월 대비 하락하였다. ❍ 또한, 9월 하순의 국제 에너지 가격 약세도 국제 설탕가격 하락에 기여하였다. 특히 세계 최대 설탕 수출국인 브라질에서 에탄올 생산을 위한 사탕수수 소비 감소가 장려되었기 때문이다.
60654||살기좋은 대한민국, 국민이 직접 디자인한다 -2017년「국민디자인단 성과공유대회」개최 - □ 행정안전부가 2014년 출범시킨 국민디자인단은 국민들의 삶 속에서 목격된 여러 가지 문제들을 서비스디자인으로 풀어내고 있다. ○ 해양수산부 국민디자인단은 전남 낙월도 주민들과 관광객이 서로 어울리지 못하는 현상을 관찰하고, 주민과 관광객이 함께 식사하면서 소통할 수 있는 간이식당을 설치했다. ○ 충남 부여군 국민디자인단은 버스를 타기 위해 무단횡단을 하는 어르신들이 종종 사고위험에 노출되는 것을 목격한 뒤 길 건너편에 벨을 설치하기로 했다. - 예컨대 벨을 누르면 버스정류장에 어르신이 버스타러 오니 기다려달라는 안내가 표시된다. □ 이처럼 생활밀접형 서비스부터 경제활성화 정책까지 국민이 직접 디자인한 대표 정책사례 15건이 한 자리에 모인다. ○ 행정안전부(장관 김부겸)는 24일 서울 이화여대 삼성교육문화관에서 국민, 서비스디자이너, 공무원들이 국민디자인단 활동을 통해 정책을 개선한 우수사례를 발굴하고 공유하는「2017년도 국민디자인단 성과공유대회」를 개최한다. ○ 올해로 4회째를 맞는 이 대회는 국민디자인단 정책모델을 정부 내일하는 방식으로 확산·정착되도록 하고 국민이 정책과정에 실제로 참여할 수 있게 할 목적으로 2014년부터 매년 실시해 왔다. ○ 이번 대회에는 서면심사와 발표심사를 거쳐 선정된 상위 15건의 우수사례에 대해 금년도 추진성과를 발표하고, 전문가 평가단(10명)과 일반국민·공무원으로 구성된 현장평가단(40명)이 심사에 참여하여 최종 순위를 결정한다.
14768||특허청, 한국특허영문초록 사업 민간 참여 대폭 확대 - 한국특허영문초록(KPA)의 번역품질 제고 및 국내 번역산업 활성화 기여 - 특허청은 국내 지식재산(IP) 번역산업 육성과 번역품질 향상을 위해 그동안 공공기관에서 주로 담당하던 한국특허영문초록(KPA) 사업에 민간 번역전문기업의 참여비율을 대폭 확대할 계획이다. * KPA는 해외 심사관 및 일반 이용자들이 우리나라 특허기술을 용이하게 파악할 수 있도록 영문초록을 제작하여 보급하는 사업임 KPA 사업은 한국특허정보원이 전담하여 수행해 왔으나, 작년부터 민간 번역전문기업에게 문호를 개방(전체 번역물량의 10%)해 왔는데 사업평가 결과 번역품질이 개선되고 우수한 것으로 나타나, 올해는 전체 번역물량의 30% 수준으로 확대하고 참여기업도 2개로 확대 운영할 계획이다.
183818_2||방향제⋅탈취제 80%에서 알러지 유발물질 검출 방향제, 탈취제 위해성평가 개요 □ 평가 목적 ○ 가습기 살균제 사고 이후 유사사고 재발방지를 위하여 생활화학 제품의 위해관리 필요성 증대 ○ 총 9개 품목을 선정하여 환경부와 식약청이 위해성평가를 실시, 결과는 품목별 안전기준에 반영 ※ 방향제, 탈취제, 세정제, 물티슈, 섬유유연제, 합성세제, 표백제, 광택제, 접착제 □ 평가기간: ‘12.4.12~’12.11.30 □ 평가기관: 국립환경과학원((주)네오엔비즈, (주)리스컴, 한국건설환경시험연구원) □ 평가대상 ○ (대상제품) 대형마트 인터넷 누적 판매순위 조사, 소비자 선호제품 설문조사를 토대로 다량 판매제품 42개 제품 선정 ○ (대상물질) 발암물질, 살생물질 등 유해성 정보, 대상제품 내 주요성분 여부 등을 고려하여 22종 화학물질 선정 □ 평가 방법 ○ (스크리닝) 함량분석, 유해성 등을 고려하여 위해성평가 여부 결정 - 대상물질의 유해성(흡입독성값, 신경독성, 발암성 등)정보 수집, 제품 별 대상물질의 함량분석 등을 통해 유해지수 산정 - 유해지수 0.01이상(평가 대상 제품 범위를 10배 정도로 확대)의 경우를 위해성평가 대상으로 선정 ※ 제품 내 함량 분석을 통해 예상노출량 산정 ○ (위해성평가) 스크리닝 단계에서 선별된 물질을 대상으로 위해성  - 유해지수 0.1이상을 위해하다고 결정 ※ chamber 내 제품을 노출시키고 농도를 측정하여 예상노출량 산정 ※ 유해지수: 유해성과 예상노출량을 고려하여 산정하며, EU나 미국에서는 제품 위해성평가 시 유해지수 0.1이상의 경우 위해하다고 판단
29711_4||4대악 등 21개 중점 안전대책 발표, 감축목표관리제 도입  □ 유정복 안전행정부 장관은“이번 종합대책 발표로 국민안전을 책임질 기본틀이 완성되었다고 본다”며, ○“이번 대책이 대책으로 끝나지 않고 실질적인 효과를 거두기 위해서는 국회･언론 그리고 국민들의 적극적인 협조가 필수적”이라고 강조했다. ○ 또한 “안전행정부에서는 이번 대책을 철저히 실행해 국민 여러분들이 체감할 수 있는 ‘안전사회’를 만들기 위해 노력할 것”이라고 말했다.
58017_0||공공기관 전자정부사업도 행자부와 사전협의 의무화 - 「전자정부법 시행령」개정해 29일 공포 - □ 이에 행정자치부는 사전협의 의무대상 기관을 공공기관까지 확대함으로써 사전협의 제도의 실효성을 높일 수 있도록 하였다. ○ 전자정부법 시행령이 개정됨에 따라 향후 공공기관은 20억원 이상 전자정부 사업을 추진할 때 행정자치부장관과 사전에 협의하여야 하고, 사전협의 결과를 해당 사업을 추진할 때 반영하여야 한다. □ 서보람 행정자치부 전자정부정책과장은 “이번 전자정부법 시행령 개정으로 행정기관 뿐 아니라 공공기관까지 정보화사업 및 정보시스템 간 중복이 방지되고 상호운용성이 커지는 효과가 있을 것으로 기대한다.”라며, ○ “중복 투자로 인한 정보화예산의 낭비를 줄이고 적절한 곳에 예산이 쓰일 수 있도록 함으로써 전자정부서비스의 전체적 수준이 향상될 것”이라고 말했다.
157797_3||창조경제혁신센터, 스마트공장 보급사업 본격 착수 □ 주요 협약 내용은 다음과 같다. ㅇ (기관별 역할) 혁신센터가 기업 발굴부터 사후관리까지 스마트공장 구축과 관련된 포괄적 기능을 수행하고, 추진단은 전국 단위 사업 총괄 관리 및 혁신센터의 사업운영 전반 지원 - (혁신센터) 수요기업 발굴, 신청 접수 및 기업 선정, 스마트공장 구축 지원, 자금 집행, 사후관리 등 - (추진단) 사업 통합공고, 자금지원․관리, 사업운영 가이드라인 및 전문인력 제공 등 ㅇ (사업운영 가이드라인) 원칙적으로 혁신센터별로 자율성 있게 사업을 추진하되, 역량․노하우가 부족한 혁신센터들이 활용할 수 있도록 ‘사업운영 가이드라인’ 제공 ㅇ (자금 교부 근거 및 절차 등 마련) 스마트공장 구축에 필요한 자금 교부 근거 및 절차, 자금 집행․정산 처리방안 등 마련 □ 스마트공장추진단(산업부)은 이르면 12월중 2016년 스마트공장 보급사업 참여기업 모집공고를 낼 예정이며, 참여를 희망하는 중소․중견 제조기업들은 각 지역 혁신센터로 지원 신청서를 작성하여 제출 하면 된다. * 혁신센터 담당자 연락처, 신청서 양식 등은 사업공고문을 통해 안내 예정 ㅇ 이번 협약을 통해 종전에 경북센터 등 일부 혁신센터 참여에서 전국의 혁신센터 참여로 확대됨으로써 혁신센터가 지역 중소기업 스마트공장 확산의 거점으로 자리매김 할것으로 기대된다.
DOM_0000000002141612_0||대상으로 정신건강 검사 및 교육을 실시하고 있다. ○ 또한 청년층의 정신과적 지원이 필요한 대상을 발굴하기 위해 의료기관과 대학교, 병무청 등과 협약을 맺어, 정신건강 고위험군 청년들에게 ▲조기중재 심층평가 ▲사례관리 ▲인지치료 프로그램 등 지원과 필요 시 외래‧입원 치료비를 지원할 계획이다.  ○ 아울러, 청년 정신건강증진을 위해 청년층이 접근하기 쉬운 방식의 정신건강 서비스인 ▲카카오톡 챗봇 ▲온라인 정신건강 교육 ▲비대면 마음건강자가검진(QR코드) ▲온라인 자가회복프로그램을 구축하여 시간과 장소에 구애 없이 다양한 정신건강 정보를 얻고, 스스로 정신 건강 관리를 할 수 있도록 서비스를 제공할 예정이다. ○ 백완근 시 건강체육국장은 “현재 코로나19의 장기화로 인하여 예년에 비해 청년세대의 우울감이 커지고 있는 것으로 나타났다”며 “청소년과 청년들이 마음건강 서비스를 조기에 받아 건강하게 일상을 회복할 수 있도록 조기중재사업을 지속적으로 강화해 나가겠다”고 말했다.  ○ 한편 건강보험심사평가원「2020년 우울증 진료 건수」결과에 따르면, 20대 우울증 진료건수는 9만3455건으로 전년도(7만2829건)에 비해 28.3% 증가하였으며, 30대 우울증 진료건수도 지난해 6만7394건에서 올해 7만 7316건으로 전년 대비 14.7% 증가한 것으로 나타났다.
